name,polarity,factual,domain
Jackson Sun,Least Biased,High, https://www.jacksonsun.com
Janes Information Group,Least Biased,High, https://www.janes.com/
Japan Times,Least Biased,High, https://www.japantimes.co.jp/
Jewish Telegraphic Agency (JTA),Least Biased,High, https://www.jta.org/
Journal Gazette,Least Biased,High, http://www.journalgazette.net/
Justice Denied,Least Biased,High, http://justicedenied.org
Kaiser Family Foundation,Least Biased,High, http://kff.org/
KAIT8-TV,Least Biased,High, https://www.kait8.com/
KARE11,Least Biased,High, https://www.kare11.com/
KBMT - 12NewsNow,Least Biased,High, https://www.12newsnow.com/
KBTX News 3,Least Biased,High, https://www.kbtx.com/
KCCI Des Moines,Least Biased,High, https://www.kcci.com/
KCRA 3,Least Biased,High, https://www.kcra.com/
KCTV5,Least Biased,High, https://www.kctv5.com/
KDKA - CBS Pittsburgh,Least Biased,High, https://pittsburgh.cbslocal.com/
KDVR-TV,Least Biased,Mostly Factual, https://kdvr.com/
KERO TV - 23ABC,Least Biased,High, https://www.turnto23.com/
KETV,Least Biased,High, https://www.ketv.com/
KGWN - Wyoming News Now,Least Biased,High, https://www.wyomingnewsnow.tv/
Kiplinger,Least Biased,High, https://www.kiplinger.com/
KIRO 7,Least Biased,High, https://www.kiro7.com/
KITV,Least Biased,High, https://www.kitv.com/
KMOV,Least Biased,High, https://www.kmov.com/
KNOP-TV,Least Biased,High, https://www.knopnews2.com/
Know Your Meme,Least Biased,High, http://knowyourmeme.com/
Knowhere,Least Biased,High, https://knowherenews.com
Knoxville News Senitinel,Least Biased,High, https://www.knoxnews.com
KOAM News Now,Least Biased,High, https://www.koamnewsnow.com/
KOLO 8 News Now,Least Biased,High, https://www.kolotv.com/
Kompas.com,Least Biased,Mostly Factual, kompas.com
KSL-TV,Least Biased,High, https://www.ksl.com/
KSNB Channel 4,Least Biased,High, https://www.ksnblocal4.com/
KSTP-TV,Least Biased,High, https://kstp.com/
KTLA,Least Biased,High, https://ktla.com/
KTUU-TV,Least Biased,High, https://www.ktuu.com/
KTVA 11,Least Biased,High, https://www.ktva.com/
KTVU Fox 2,Least Biased,High, https://www.ktvu.com/
KUSI-TV,Least Biased,High, https://www.kusi.com/
KWQC News,Least Biased,High, https://www.weau.com/
KWTV-News9,Least Biased,High, https://www.news9.com/
KXII News12,Least Biased,High, https://www.kxii.com/
La Libre,Least Biased,High, https://www.lalibre.be/
Lansing State Journal,Least Biased,High, https://www.lansingstatejournal.com
Las Cruces Sun-News,Least Biased,High, https://www.lcsun-news.com
Law.com,Least Biased,High,
Law360,Least Biased,High, https://www.law360.com/
Lawfare Blog,Least Biased,Very High, https://www.lawfareblog.com/
Le Devoir,Least Biased,High, http://www.ledevoir.com/
Le Soir,Least Biased,High, lesoir.be
Lead Stories,Least Biased,Very High, https://leadstories.com/
Lebanon Daily News,Least Biased,High, https://www.ldnews.com/
Lima Charlie News,Least Biased,Very High, https://limacharlienews.com
Lincoln Journal Star,Least Biased,High, http://journalstar.com/
LNP - LancasterOnline,Least Biased,High, https://lancasteronline.com/
Logically,Least Biased,High, https://www.logically.ai/
Lompoc Record,Least Biased,High, http://lompocrecord.com/
Loveland Reporter-Herald,Least Biased,High, https://www.reporterherald.com/
MakeUseOf,Least Biased,High, https://www.makeuseof.com/
MediaShift,Least Biased,High, http://mediashift.org/
Memeorandum,Least Biased,Mixed, http://www.memeorandum.com/
Memphis Commercial Appeal,Least Biased,High, https://www.commercialappeal.com/
Mental Floss,Least Biased,High, http://mentalfloss.com/
Meriden Record-Journal,Least Biased,High, https://www.myrecordjournal.com/
Merion West,Least Biased,High, https://merionwest.com/
MetroWest Daily News,Least Biased,High, https://www.metrowestdailynews.com
Military Times,Least Biased,High, https://www.militarytimes.com
Military.com,Least Biased,High, https://www.military.com/
Missoulian,Least Biased,High, https://missoulian.com/
Montana Standard,Least Biased,High, https://mtstandard.com/
Morning Consult,Least Biased,Very High, https://morningconsult.com/
Napa Valley Register,Least Biased,High, http://napavalleyregister.com
National Bureau of Economic Research,Least Biased,High, http://www.nber.org/
National Conference of State Legislatures (NCSL),Least Biased,High, http://www.ncsl.org
National Institute on Money in State Politics,Least Biased,High, https://www.followthemoney.org/
National Journal,Least Biased,High, https://www.nationaljournal.com/
NationMaster,Least Biased,Very High, http://www.nationmaster.com
Navy Times,Least Biased,High, https://www.navytimes.com/
Need2Know,Least Biased,High, https://cheddar.com/need2know
New Bern Sun Journal,Least Biased,High, https://www.newbernsj.com/
New Straits Times,Least Biased,Mostly Factual, https://www.nst.com.my/
New Zealand Herald,Least Biased,High, http://www.nzherald.co.nz
News and News,Least Biased,Mostly Factual, https://newsandnews.com/
News Channel 4 (KFOR.com),Least Biased,High, https://kfor.com/
News Facts Network (NFN),Least Biased,Very High,
News Lookup,Least Biased,Very High, http://www.newslookup.com
News24 (South Africa),Least Biased,High," News24.com is an English-language South African online news publication created in October 1998 by the multinational media company, Naspers.  News24 covers local and international news, politics, business, entertainment, technology, and sport. News24 covers USA news and most international news with minimal bias."
Newsela,Least Biased,High, https://newsela.com/
Newsguard,Least Biased,High, https://www.newsguardtech.com/
NewsNation,Least Biased,High, https://www.newsnationnow.com/
NewsNet (YourNewsNet.com),Least Biased,High, http://yournewsnet.com
NewsNow UK,Least Biased,Mixed, https://www.newsnow.co.uk/
Next Avenue,Least Biased,Mixed, https://www.nextavenue.org/
NextGOV,Least Biased,High, https://www.nextgov.com/
Niskanen Center,Least Biased,High, https://niskanencenter.org
NK News,Least Biased,High, https://www.nknews.org
No Labels,Least Biased,High, https://www.nolabels.org/
Noozhawk,Least Biased,High, https://www.noozhawk.com/
North Korea Times,Least Biased,Mixed, https://www.northkoreatimes.com
Northwest Florida Daily News,Least Biased,High, https://www.nwfdailynews.com/
Northwest Indiana Times,Least Biased,High, http://www.nwitimes.com
Novinite,Least Biased,Mostly Factual, https://www.novinite.com/
OilPrice,Least Biased,High, https://oilprice.com
OneEighty,Least Biased,High, http://180report.com/
Oyez Project,Least Biased,Very High, https://www.oyez.org
Pacific Daily News,Least Biased,High, https://www.guampdn.com/
Parallax News,Least Biased,High, http://parallax.news/
Patch,Least Biased,High, https://patch.com/
Patheos,Least Biased,High, https://www.patheos.com/
Pensacola News Journal,Least Biased,High, https://www.pnj.com
Peoria Journal Star,Least Biased,High, https://www.pjstar.com/
Peterson Foundation,Least Biased,High, http://www.pgpf.org/
Peterson Institute for International Economics,Least Biased,High, https://piie.com/
Pew Research,Least Biased,Very High, https://www.pewresearch.org/
Places Journal,Least Biased,High, https://placesjournal.org/
Pocono Record,Least Biased,High, http://www.poconorecord.com/
Political Storm,Least Biased,High, https://mavenroundtable.io/politicalstorm/
Political Wire,Least Biased,High, https://politicalwire.com
Polygraph.info,Least Biased,High, https://www.polygraph.info/
Poynter Institute,Least Biased,High, https://www.poynter.org
PR Newswire,Least Biased,High, http://prnewswire.mediaroom.com/
Procon.org,Least Biased,High, https://www.procon.org/
Public Policy Polling,Least Biased,High, http://www.publicpolicypolling.com/
Public Religion Research Institute,Least Biased,Very High, http://www.prri.org/
Punchbowl News,Least Biased,High, https://punchbowl.news/
Quad City Times,Least Biased,High, http://qctimes.com/
Radio Free Europe / Radio Liberty,Least Biased,Mostly Factual, https://www.rferl.org
Radio.com,Least Biased,High, https://www.radio.com/
Rand Corporation,Least Biased,High, https://www.rand.org
Rapid City Journal,Least Biased,High, https://rapidcityjournal.com/
Rare News,Least Biased,Mostly Factual, https://rare.us/
Recode,Least Biased,High, https://www.recode.net/ : https://www.vox.com/recode/
Red River Valley News,Least Biased,High, https://www.valleynewslive.com/
Relevant Magazine,Least Biased,High, https://relevantmagazine.com
Reporters Lab,Least Biased,Very High, https://reporterslab.org/
Reporters Without Borders,Least Biased,High, https://rsf.org/en
Represent.us,Least Biased,High, https://represent.us/
Reuters,Least Biased,Very High, https://www.reuters.com
RFI - Radio France Interntionale,Least Biased,Mostly Factual, http://www.rfi.fr/en/
RiverBender.com,Least Biased,High, https://www.riverbender.com/
Riverdale Press,Least Biased,High, https://riverdalepress.com/
Roanoke Times,Least Biased,High,
RocaNews,Least Biased,Mostly Factual, https://www.rocanews.com/
Roll Call,Least Biased,Very High, https://www.rollcall.com
RTE (Radio Television of Ireland),Least Biased,High, https://www.rte.ie
Russian Media Monitor,Least Biased,High, http://www.russialies.com
San Diego Union Tribune,Least Biased,High, https://www.sandiegouniontribune.com
San Marcos Daily Record,Least Biased,High, https://www.sanmarcosrecord.com
Santa Maria Times,Least Biased,High, http://santamariatimes.com
Sarasota Herald-Tribune,Least Biased,High, http://www.heraldtribune.com/
Sayfie Review,Least Biased,High, http://www.sayfiereview.com/
Science Debate,Least Biased,Very High, https://sciencedebate.org/
Scoopnest,Least Biased,Mixed, https://www.scoopnest.com/
SCOTUSblog,Least Biased,High, https://www.scotusblog.com/
Shareably,Least Biased,High, http://www.shareably.net/
Shorenstein Center,Least Biased,High, https://shorensteincenter.org/
Shreveport Times,Least Biased,High, https://www.shreveporttimes.com
Simple Politics,Least Biased,High, http://www.simplepolitics.co.uk
Sioux City Journal,Least Biased,High, http://siouxcityjournal.com/
Sky News UK,Least Biased,High, https://news.sky.com
SmartNews,Least Biased,Mixed, https://www.smartnews.com/en/
South Bend Tribune,Least Biased,High, https://www.southbendtribune.com/
South Florida Sun-Sentinel,Least Biased,High, https://www.sun-sentinel.com/
Spectrum News - NY1,Least Biased,High, http://www.ny1.com/nyc/all-boroughs
Spectrum Report,Least Biased,High, http://spectrumreport.com
Spotlight PA,Least Biased,High, https://www.spotlightpa.org/
St. Cloud Times,Least Biased,High, https://www.sctimes.com/
Stars and Stripes,Least Biased,High, https://www.stripes.com/
Staten Island Advance,Least Biased,High, https://www.silive.com/
Statesman Journal,Least Biased,High, http://www.statesmanjournal.com/
Statista,Least Biased,High, https://www.statista.com
Stimson Center,Least Biased,High, https://www.stimson.org/
Stock News USA,Least Biased,High, https://stocknewsusa.com
StrategyPage,Least Biased,High, https://www.strategypage.com
Stratfor,Least Biased,High, https://www.stratfor.com/
Taipei Times,Least Biased,High, https://www.taipeitimes.com/
Task and Purpose,Least Biased,High, https://taskandpurpose.com/
Texas Standard,Least Biased,High, http://www.texasstandard.org/
That's Nonsense,Least Biased,High, http://www.thatsnonsense.com/
The Auburn Citizen,Least Biased,High, http://auburnpub.com/
The Balance,Least Biased,High, https://www.thebalance.com
The Canadian Press,Least Biased,High, http://www.thecanadianpress.com/
The Cipher Brief,Least Biased,High, https://www.thecipherbrief.com/
The Columbian,Least Biased,High, https://www.columbian.com/
The Conversation,Least Biased,Very High, https://theconversation.com/us
The Daily Centrist,Least Biased,High, https://thedailycentrist.com
The Daily Chronicle,Least Biased,High, https://www.daily-chronicle.com
The Daily Gazette,Least Biased,High, https://dailygazette.com
The Daily News (Longview),Least Biased,High, https://tdn.com
The Daily Northwestern,Least Biased,High, https://dailynorthwestern.com
The Daily Progress,Least Biased,High, http://www.dailyprogress.com
The Day (New London),Least Biased,High, http://www.theday.com
The Defcon Warning System,Least Biased,High, https://www.defconwarningsystem.com
The Diplomat Magazine,Least Biased,High, https://thediplomat.com
The Economist,Least Biased,High, https://www.economist.com/
The Fake News Codex,Least Biased,Very High, http://www.fakenewscodex.com/
The Flip Side,Least Biased,High, https://www.theflipside.io/
"The Herald-Sun (Durham, North Carolina)",Least Biased,High, https://www.heraldsun.com
The Hill,Least Biased,Mostly Factual, https://thehill.com/
The Jamestown Foundation,Least Biased,High, https://jamestown.org/
The Jordan Times,Least Biased,High, http://www.jordantimes.com/
The Journal Standard,Least Biased,High, https://www.journalstandard.com
The Knife,Least Biased,High, http://theknifemedia.com/
The Macon Telegraph,Least Biased,High, https://www.macon.com
The Marietta Times,Least Biased,High, https://www.mariettatimes.com/
The Marshall Project,Least Biased,High, https://www.themarshallproject.org
The Meme Policeman,Least Biased,High, http://memepoliceman.com/
The Middle East in London,Least Biased,High, http://www.soas.ac.uk/lmei/meil/
The Moderated Media,Least Biased,Mixed, https://www.themoderatedmedia.com
The Modesto Bee,Least Biased,High, https://www.modbee.com/
The Morning Call,Least Biased,High, http://www.mcall.com
The Nevada Independent,Least Biased,High, https://thenevadaindependent.com
The News (Mexico City),Least Biased,Mostly Factual, https://www.thenews.mx/
The News International,Least Biased,High, https://www.thenews.com.pk/
The News Literacy Project,Least Biased,High, http://www.thenewsliteracyproject.org/
The Observatory,Least Biased,High, https://observatory.journalism.wisc.edu/
The Outlook (Monmouth University),Least Biased,High, http://outlook.monmouth.edu/
The Pantagraph,Least Biased,High, http://www.pantagraph.com/
The Post and Courier,Least Biased,High, http://www.postandcourier.com/
The Post Star,Least Biased,High, http://poststar.com
The Post-Standard (Syracuse),Least Biased,High, https://www.syracuse.com
The Record (Stockton),Least Biased,High, https://www.recordnet.com/
The Republic (Indiana),Least Biased,High, http://www.therepublic.com
The Republican (Masslive),Least Biased,High, https://www.masslive.com
The Scotsman,Least Biased,High, http://www.scotsman.com
The Sentinel (Pennsylvania),Least Biased,High, http://cumberlink.com
The Smoking Gun,Least Biased,High, http://www.thesmokinggun.com/
The Sociable,Least Biased,High, https://sociable.co/
The Southern Illinoisan,Least Biased,High, http://thesouthern.com
The Strategy Bridge,Least Biased,High,   https://thestrategybridge.org
The Swedish Wire,Least Biased,High, http://www.swedishwire.com/
The Tennessean,Least Biased,High, https://www.tennessean.com/
The Times (Illinois),Least Biased,High, http://www.mywebtimes.com
The Times and Democrat,Least Biased,High, http://thetandd.com
The Town Talk,Least Biased,High, https://www.thetowntalk.com
The TruthSetter,Least Biased,High, https://truthsetter.com
The Vindicator,Least Biased,High, https://www.vindy.com/
The Waterloo-Cedar Falls Courier,Least Biased,High, http://wcfcourier.com
The Whim,Least Biased,High, http://www.thewhim.com/
The ZDF (Zweites Deutsches Fernsehen),Least Biased,High, https://www.zdf.de/
Third Way,Least Biased,High, https://www.thirdway.org/
ThoughtCo,Least Biased,Very High, https://www.thoughtco.com
Times of San Diego,Least Biased,High, http://timesofsandiego.com/
Times-News (Idaho),Least Biased,High, http://magicvalley.com/
Today I Found Out,Least Biased,High, http://www.todayifoundout.com/
Transparency International,Least Biased,Very High, https://www.transparency.org/
Transpartisan Review,Least Biased,High, http://thetrumpmedia.com/
Tri-City Herald,Least Biased,High, https://www.tri-cityherald.com/
Tribune Content Agency,Least Biased,High, https://tribunecontentagency.com/tribune-news-service/
TruthorFiction.com,Least Biased,Very High, https://www.truthorfiction.com/
Turkey and Facts,Least Biased,Very High, https://turkeyandfacts.com/
Tut.by,Least Biased,Mostly Factual, https://www.tut.by/
TVW Washington State,Least Biased,Very High, https://www.tvw.org/
Undark,Least Biased,High, https://undark.org
United Press International (UPI),Least Biased,High, https://www.upi.com
United State House of Representatives,Least Biased,Very High, https://www.house.gov/
USA Spending,Least Biased,Very High, https://www.usaspending.gov/
USAFacts,Least Biased,Very High, https://usafacts.org/
Utah Standard-Examiner,Least Biased,High, http://www.standard.net/
Vera Files,Least Biased,Very High, http://verafiles.org
Viral Thread,Least Biased,High, http://www.viralthread.com/
Vocativ,Least Biased,High, http://www.vocativ.com/
Voice of America,Least Biased,High, https://www.voanews.com
Voice of San Diego,Least Biased,High, https://www.voiceofsandiego.org/
Vos Iz Neias,Least Biased,High, https://www.vosizneias.com
Vote Smart,Least Biased,High, https://justfacts.votesmart.org/
Waco Tribune-Herald,Least Biased,High, https://www.wacotrib.com
War on the Rocks,Least Biased,High, https://warontherocks.com/
Washington Journal (C-Span),Least Biased,High, https://www.c-span.org/series/?washingtonJournal
Washington's Top News (WTOP),Least Biased,High, https://wtop.com
WBAY Action 2 News,Least Biased,High, https://www.wbay.com/
WBNS-TV (10tv.com),Least Biased,High, https://www.10tv.com/
WBTV,Least Biased,High, https://www.wbtv.com/
WCAX3,Least Biased,High, https://www.wcax.com/
WCTV Eyewitness News,Least Biased,High, https://www.wctv.tv/
WDIV - ClickOnDetroit,Least Biased,High, https://www.clickondetroit.com/
We are the Mighty,Least Biased,High, https://www.wearethemighty.com/
WEAU 13 News,Least Biased,High, https://www.weau.com/
WECT News 6,Least Biased,High, https://www.wect.com/
WENY News,Least Biased,High, https://www.weny.com/
West OC Times,Least Biased,Mixed, https://westoctimes.com/
WETM - MyTwinTiers.com,Least Biased,High, https://www.mytwintiers.com/
WFMYnews2.com,Least Biased,High, https://www.wfmynews2.com/
WFMZ,Least Biased,High, https://www.wfmz.com/
WGHP - Fox8,Least Biased,High, https://myfox8.com/
WGN News,Least Biased,High, https://wgntv.com/
