name,polarity,factual,domain
Columbus Free Press,Left,Mixed,https://columbusfreepress.com
Common Dreams,Left,High, https://www.commondreams.org/
Commune Magazine,Left,Mixed, https://communemag.com/
Content News,Left,Mixed,http://content.news
Cop Block,Left,Mixed,http://www.copblock.org/
Cosmopolitan,Left,Mixed,https://www.cosmopolitan.com/
CounterCurrents.org,Left,Mostly Factual,https://www.countercurrents.org/
CounterPunch,Left,Mostly Factual, https://www.counterpunch.org
Crikey,Left,High, https://www.crikey.com.au/
CrimethInc,Left,High,https://crimethinc.com/
Crooked Media,Left,Mostly Factual,https://crooked.com/
Crooks and Liars,Left,Mostly Factual, https://crooksandliars.com
Current Affairs,Left,High,https://www.currentaffairs.org/
Curve Magazine,Left,High,http://www.curvemag.com
Daily Beast,Left,Mixed, https://www.thedailybeast.com/
Daily Dems,Left,Mixed,https://www.dailydems.com/
Daily Dot,Left,High, https://www.dailydot.com/
Daily Kos,Left,Mixed, https://www.dailykos.com/
Daily Newsbin,Left,Mixed,http://www.dailynewsbin.com/
Daily Record (Scotland),Left,Mixed,http://www.dailyrecord.co.uk/
Daily Sound and Fury,Left,Mixed, https://dailysoundandfury.com
Dallas Voice,Left,High,https://dallasvoice.com/
Deadspin,Left,High,https://deadspin.com/
DeadState,Left,High, https://deadstate.org/
Deep South Voice,Left,Mixed, https://deepsouthvoice.com/
DeepStateNation.com,Left,Mixed,http://deepstatenation.com
Democracy Chronicles,Left,High,
Democracy Guardian,Left,Mostly Factual,https://democracyguardian.com
Democracy Journal,Left,High, https://democracyjournal.org/
Democracy Now,Left,High, https://www.democracynow.org/
Democratic Underground,Left,Mixed, https://www.democraticunderground.com/
Deshabhimani,Left,Mixed, https://www.deshabhimani.com/
DeSmog,Left,High,https://www.desmogblog.com/
Dissent Magazine,Left,High,https://www.dissentmagazine.org/
Drudge Retort,Left,Mixed, https://drudge.com/
Earth First Journal,Left,Mixed,http://earthfirstjournal.org/
Economy in Crisis,Left,Mixed,http://economyincrisis.org/
Ecowatch,Left,High, https://www.ecowatch.com
Egberto Willies,Left,Mixed, https://egbertowillies.com/
Electoral-Vote.com,Left,High,https://www.electoral-vote.com
Electronic Intifada,Left,Mostly Factual,https://electronicintifada.net/
Elisabeth Parker,Left,High,http://elisabethparker.com/
Elite Daily,Left,Mixed,https://elitedaily.com/
Elle Magazine,Left,Mostly Factual, www.elle.com
Esquire Magazine,Left,Mostly Factual, https://www.esquire.com
Everyday Feminism,Left,High, https://everydayfeminism.com/
Evonomics,Left,High,https://evonomics.com/
Feminist Current,Left,High,http://www.feministcurrent.com
Feministing,Left,High,http://feministing.com/
Fifth Column News,Left,Mixed, https://thefifthcolumnnews.com/
Fifth Estate,Left,High,https://www.fifthestate.org/
Finnish News,Left,Mostly Factual, https://www.finnishnews.fi/
Food and Water Watch,Left,Mixed, https://www.foodandwaterwatch.org
Foreign Policy Journal,Left,Mixed,https://www.foreignpolicyjournal.com
Foreign Policy News,Left,Mixed,http://foreignpolicynews.org
Forward Progressives,Left,High,http://www.forwardprogressives.com/
Free Rein News,Left,High,http://frnewsreport.com
Freedom From Religion Foundation,Left,Mixed,https://ffrf.org/
Freedom News and Journal,Left,High,https://freedomnews.org.uk/
Front Page Live,Left,Mostly Factual, https://www.frontpagelive.com
FSTv (Freespeech.org),Left,High,https://www.freespeech.org/
Geopolitics Alert,Left,Mixed, https://geopoliticsalert.com/
Gizmodo,Left,High, https://gizmodo.com
GLAAD,Left,High, https://www.glaad.org/
Global Voices,Left,High,https://globalvoices.org/
Globe Today,Left,Mixed,http://www.globetoday.com/
Good Magazine,Left,High,https://www.good.is/
GOPOCALPYSE,Left,Mixed,http://www.gopocalypse.org/
GQ Magazine,Left,High, https://www.gq.com
Grasping Reality With Both Hands: Bradford Delong,Left,High,http://www.bradford-delong.com/
Green Left Weekly,Left,Mixed,https://www.greenleft.org.au
Greenville Gazette,Left,Low, http://www.greenvillegazette.com/
Grit Post,Left,High, https://gritpost.com
Groopspeak,Left,Mixed,http://news.groopspeak.com/
Guardian Liberty Voice,Left,Mostly Factual, https://guardianlv.com/
Guardians of Democracy,Left,Mixed,https://theguardiansofdemocracy.com/
Haaretz,Left,High, https://www.haaretz.com/
Happy Foxie,Left,Mixed,http://happy-foxie.com/
Hill Reporter,Left,High,https://hillreporter.com
Huffington Post,Left,Mixed, https://www.huffpost.com/
Human Rights Campaign,Left,High,https://www.hrc.org
In Defence of Marxism,Left,High,https://www.marxist.com/
In These Times,Left,Mostly Factual, https://inthesetimes.com/
Independent Reporter,Left,Mixed,http://ir.net/
Inequality Media,Left,High,https://www.inequalitymedia.org/
Informed Comment (Juan Cole),Left,High,https://www.juancole.com
Institute for Policy Studies,Left,High, https://ips-dc.org/
International Viewpoint,Left,Mixed,http://www.internationalviewpoint.org/
Intrepid Report,Left,Mixed,http://www.intrepidreport.com/
Iowa Capital Dispatch,Left,Mostly Factual, https://iowacapitaldispatch.com/
Iowa Starting Line,Left,High,https://iowastartingline.com
It's Going Down,Left,Mixed,https://itsgoingdown.org/
Jacobin,Left,High,https://www.jacobinmag.com/
Jezebel,Left,High, https://jezebel.com/
JoeBiden.com,Left,Mostly Factual, joebiden.com/
LA Weekly,Left,Mixed, https://www.laweekly.com/
Latest.com,Left,Mixed,https://latest.com
Lavender Magazine,Left,High, https://www.lavendermagazine.com/
Left Foot Forward,Left,Mixed,https://leftfootforward.org/
Left Over Rights,Left,Mixed,http://leftoverrights.com/
Left Side of History,Left,Mixed,http://www.leftsideofhistory.com/
Left Voice,Left,High,https://www.leftvoice.org
Left Wing Nation,Left,High,http://leftwingnation.org/
LeftScoop,Left,High,https://www.leftscoop.com/
LGBTQ Nation,Left,Mostly Factual, https://www.lgbtqnation.com/
Libcom.org,Left,High,http://libcom.org
Liberal America,Left,Mixed, http://liberalamerica.org/
Liberal Examiner,Left,Mixed,https://www.liberalexaminer.com/
Liberals Unite,Left,High,http://samuel-warde.com/
Liberation News,Left,Mostly Factual,https://www.liberationnews.org/
Little Green Footballs,Left,High,http://littlegreenfootballs.com/
Love Knowledge,Left,Mixed,http://loveknowledge.org/
Mashable,Left,Mostly Factual, https://mashable.com
Mean Left Hook,Left,Mixed,http://meanlefthook.com/
Media Matters,Left,High, https://www.mediamatters.org
Mediaite,Left,Mostly Factual, https://www.mediaite.com/
Meduza,Left,High,https://meduza.io/en
MeidasTouch,Left,Mixed, https://www.meidastouch.com/
Merry Jane,Left,Mixed,https://www.merryjane.com/
Middle East Monitor,Left,Mixed,https://www.middleeastmonitor.com/
Modern Liberals,Left,Mixed,http://modernliberals.com/
Molad The Center for the Renewal of Israeli Democracy,Left,High,http://www.molad.org/en/
Monthly Review,Left,High, https://monthlyreview.org/
Moon of Alabama,Left,Mixed, https://www.moonofalabama.org/
Ms. (Magazine),Left,High, https://msmagazine.com/
MSNBC,Left,Mixed,
Nap-Sack,Left,Mixed,http://nap-sack.org/
Nation of Change,Left,Mostly Factual, https://www.nationofchange.org/
National Association for the Advancement of Colored People (NAACP),Left,High, https://www.naacp.org/
Natural Resources Defense Council,Left,Mostly Factual,https://www.nrdc.org/
NC Policy Watch,Left,Mostly Factual,
New Internationalist,Left,High,https://newint.org/
New Left Review,Left,High,https://newleftreview.org/
New Matilda,Left,High,https://newmatilda.com/
New Politics Magazine,Left,Mostly Factual, https://newpol.org/
New Republic,Left,High,https://newrepublic.com/
New Statesman,Left,High, https://www.newstatesman.com
New York Amsterdam News,Left,High,http://amsterdamnews.com
New York Magazine,Left,High,http://nymag.com/
New Yorker,Left,High,https://www.newyorker.com/
News Corpse,Left,Mixed, https://www.newscorpse.com/
News Hounds,Left,Mixed, https://www.newshounds.us/
NewsLogue,Left,Mixed,http://www.newslogue.com/
NewsOne,Left,Mostly Factual,https://newsone.com/
North99,Left,Mostly Factual,https://north99.org/
Nova Magazine,Left,Mixed,https://www.nova-magazine.net
Now Magazine,Left,High,https://nowtoronto.com/
Occupy.com,Left,High,https://www.occupy.com
One Green Planet,Left,Mixed,http://www.onegreenplanet.org
OpEdNews (OEN),Left,Mixed,https://www.opednews.com/
Open Society Foundations,Left,Mixed, https://www.opensocietyfoundations.org/
Our Voice NY,Left,High,https://ourvoiceny.com
Out Magazine,Left,High, https://www.out.com
Palmer Report,Left,Mixed, https://www.palmerreport.com
Paste Magazine,Left,High,https://www.pastemagazine.com/
Peacock Panache,Left,Mixed, https://www.peacock-panache.com/
Pennsylvania Capital-Star,Left,Mostly Factual, https://www.penncapital-star.com/
People for the American Way (PFAW),Left,High,http://www.pfaw.org
People Magazine,Left,High, https://people.com
PINAC,Left,High, https://newsmaven.io/pinacnews
PinkNews,Left,High, https://www.pinknews.co.uk
Political Dig,Left,Mixed,http://politicaldig.com/
Political Tribune (Formerly DC Tribune),Left,Mixed, https://polinews.org/
PoliticusUsa,Left,Mixed, https://www.politicususa.com
Politizoom,Left,Mixed,https://politizoom.com
Popular Information,Left,High, https://popular.info
Popular Resistance,Left,High,https://popularresistance.org/
Press Progress,Left,High,https://www.pressprogress.ca/
Progressive Army,Left,High,http://progressivearmy.com
Progressive Change Campaign Committee,Left,Mixed, https://www.boldprogressives.org/
Progressive Liberal,Left,Mixed,https://www.progressiveliberal.net
Project Censored,Left,High,http://projectcensored.org/
Proud Democrat,Left,Mixed,http://proudemocrat.com/
PutinTrump.org,Left,High,http://putintrump.org/
Queerty,Left,High,https://www.queerty.com
Rabble.ca,Left,High, http://rabble.ca/
Rantt Media,Left,High,https://rantt.com
Raw Progressive,Left,Mixed,http://www.rawprogressive.com/
Raw Story,Left,Mixed, https://www.rawstory.com/
Reader Supported News (RSN),Left,Mixed,http://readersupportednews.org
Reading the Pictures,Left,High,http://www.readingthepictures.org
Real News Network,Left,High, https://therealnews.com/
Red Pepper,Left,High,http://www.redpepper.org.uk/
Red State Disaster,Left,High,https://redstatedisaster.com
Red Youth,Left,Mixed,https://redyouth.org/
Refinery29,Left,Mostly Factual, https://www.refinery29.com/
Republic Report,Left,High,https://www.republicreport.org
Republicans Suck,Left,Mixed,http://republicanssucks.org
Resilience (Post Carbon Institute),Left,Mixed,https://www.resilience.org
Revcom.us,Left,Mixed, https://revcom.us/
Reverb Press,Left,High,
Revere Press,Left,High,http://reverepress.com
Revolution News,Left,High,http://revolution-news.com/
ReWire News Group,Left,High, https://rewirenewsgroup.com/
Right Wing Watch,Left,High, https://www.rightwingwatch.org/
Ring of Fire,Left,Mixed,https://trofire.com/
Rolling Stone,Left,High, https://www.rollingstone.com/
Salon,Left,Mostly Factual, https://www.salon.com
San Francisco Bay View,Left,Mostly Factual, https://sfbayview.com/
Scary Mommy,Left,Mixed, https://www.scarymommy.com/
Second Nexus,Left,Mixed, https://secondnexus.com
Seventeen,Left,High, https://www.seventeen.com/
Shadow Proof,Left,High,https://shadowproof.com
ShareBlue,Left,Mixed, https://shareblue.com/
Shondaland,Left,Mostly Factual, https://www.shondaland.com/
Slate,Left,High, https://slate.com
Sludge,Left,High, https://readsludge.com/
Socialist Standard,Left,High, https://www.worldsocialism.org/spgb/
SocialistWorker.org,Left,High,https://socialistworker.org/
Source Politics,Left,Mixed, https://www.sourcepolitics.com
SourceWatch,Left,Mostly Factual, https://www.sourcewatch.org/
Southern Poverty Law Center (SPLC),Left,High,https://www.splcenter.org/
Sparks/CnnTimes,Left,Mixed,http://www.cnntimes.online/
Splinter,Left,Mixed,https://splinternews.com
St. Pete for Peace,Left,Mixed,https://www.stpete4peace.org/
Syriana Analysis,Left,Mixed,http://www.syriana-analysis.com
Take Part,Left,High,http://www.takepart.com/
Talking Points Memo,Left,Mostly Factual, https://talkingpointsmemo.com
Teen Vogue,Left,Mostly Factual, https://www.teenvogue.com
The 19th News,Left,High, https://19thnews.org/
The Advocate,Left,High, https://www.advocate.com
The American Independent Institute,Left,Mostly Factual, https://americanindependent.com/
The American Prospect,Left,High, https://prospect.org
The Austin Chronicle,Left,High,https://www.austinchronicle.com
The Baffler,Left,High,https://thebaffler.com/
The Blue Route,Left,Mostly Factual, http://theblueroute.org/
The Burning Spear,Left,High,http://www.theburningspear.com/
The Canary (UK),Left,Mostly Factual, https://www.thecanary.co/
The Climate Reality Project,Left,Mostly Factual,https://www.climaterealityproject.org/
The Cut,Left,Mostly Factual, https://www.thecut.com/
The Daily 49er,Left,High,http://www.daily49er.com/
The Daily Banter,Left,Mixed, https://thedailybanter.com/
The Daily Buzz,Left,Mixed, https://the-daily.buzz/
The Daily Poster,Left,High, https://www.dailyposter.com/
The Daily Vox,Left,High,https://www.thedailyvox.co.za/
The Democratic Hub,Left,Mixed,http://www.democratichub.com/
The Dodo,Left,Mixed, https://www.thedodo.com
The Dworkin Report,Left,Mixed, https://dworkinreport.com
The Establishment,Left,High,https://theestablishment.co
The Florida Squeeze,Left,Mixed,https://thefloridasqueeze.com/
The Fucking News,Left,High, Fuckingnews
The Ghion Journal,Left,Mostly Factual, https://ghionjournal.com
The Improper Magazine,Left,High,https://www.theimproper.com
The Indypendent,Left,High,https://indypendent.org
The Intellectualist,Left,High, https://mavenroundtable.io/theintellectualist/
The Intercept,Left,Mostly Factual,https://theintercept.com/
The Lily,Left,High,https://www.thelily.com/
The London Economic,Left,Mostly Factual, https://www.thelondoneconomic.com
The Mary Sue,Left,Mixed,https://www.themarysue.com
The Militant,Left,High, https://themilitant.com/
The Monthly (Australia),Left,High,https://www.themonthly.com.au/
The Morning Star,Left,Mostly Factual, https://morningstaronline.co.uk/
The Nation,Left,High,https://www.thenation.com/
The National Memo,Left,High, https://www.nationalmemo.com/
The New Civil Rights Movement,Left,Mixed, https://www.thenewcivilrightsmovement.com/
The Outline,Left,High,https://theoutline.com/
The Palestine Chronicle,Left,High,https://www.palestinechronicle.com
The Phnom Penh Post,Left,Mixed, https://www.phnompenhpost.com/
The Progressive,Left,High, https://progressive.org/
The Progressive Frontier,Left,Mixed,https://progressivefrontier.com
The Reality-Based Community,Left,High,http://www.samefacts.com/
The Root,Left,Mostly Factual, https://www.theroot.com/
The Source Newspaper (La Source),Left,High,http://thelasource.com/en/
The Stern Facts,Left,Mixed,https://thesternfacts.com/
The Texas Observer,Left,High,https://www.texasobserver.org
The Village Voice,Left,High, https://www.villagevoice.com/
The Walrus,Left,High,https://thewalrus.ca/
The Washington Spectator,Left,High, https://washingtonspectator.org/
The Week,Left,High, https://theweek.com/
The World Can't Wait,Left,High,https://worldcantwait.net/
The Zero Hour,Left,High, https://thisisthezerohour.com/
TheGrio,Left,Mostly Factual, https://thegrio.com/
Them.us,Left,High, https://www.them.us/
TheosWatch.com,Left,Mixed,http://theoswatch.com
Think Progress,Left,High, https://thinkprogress.org/
This Magazine,Left,High,https://this.org/
Towleroad,Left,High,http://www.towleroad.com/
TreeHugger,Left,High,https://www.treehugger.com/
Tribune Magazine UK,Left,High,http://www.tribunemagazine.org/
Truth Against the Machine,Left,High,https://truthagainstthemachine.com
Truth Theory,Left,High,https://truththeory.com
TruthDig,Left,High, https://www.truthdig.com/
TruthOut,Left,Mixed,https://truthout.org/
Unicorn Riot,Left,High, https://unicornriot.ninja/
Uproxx,Left,Mixed, https://uproxx.com/
Upworthy,Left,High,https://www.upworthy.com/
US Political Post,Left,Mixed,http://theuspoliticalpost.com/
US Uncut,Left,Mixed,http://usuncut.com/
Vanity Fair,Left,Mostly Factual, https://www.vanityfair.com
Verified Politics,Left,Mixed,http://verifiedpolitics.com
Vermont Independent,Left,High,http://www.vermontindependent.org/
Verrit,Left,High,https://verrit.com
Viral Title,Left,Mixed,http://viraltitle.com
Vox,Left,Mostly Factual, https://www.vox.com/
Washington Babylon,Left,High, https://washingtonbabylon.com/
Washington Press,Left,Mixed, https://washingtonpress.com/
Washington Sources,Left,Mixed,http://washingtonsources.org
Washingtonian,Left,High, https://www.washingtonian.com
We Hunted the Mammoth,Left,High, http://www.wehuntedthemammoth.com/
Wear Your Voice,Left,High,https://wearyourvoicemag.com
What Matters News,Left,High,http://whatmattersnews.com/
White House Watch,Left,High,https://whitehousewatch.com
Who.What.Why,Left,Mixed, https://whowhatwhy.org/
Wonkette,Left,Mixed, https://www.wonkette.com
Workers World,Left,High,http://www.workers.org/
World Socialist Web Site,Left,Mostly Factual, https://www.wsws.org
Yes Magazine,Left,High, https://www.yesmagazine.org
Young Turks,Left,Mostly Factual,https://tytnetwork.com/
Your Black World,Left,Mixed,http://yourblackworld.net
Z Magazine,Left,High,https://zcomm.org/zmag/
